codice;codice_linea;denominazione;ubicazione;comune;codice_zona;quartiere;geopoint;zona_prossimita;area_statistica
607035;320;PONTE CARINA BRAZZOLO [19;VIA S. CARLO 307;COPPARO;612;N/A;44.90108, 11.925091;Fuori Bologna;Fuori Bologna
607036;320;CASE NOGAROLE [167];VIA S. CARLO 161;COPPARO;612;N/A;44.90782, 11.920302;Fuori Bologna;Fuori Bologna
607037;315;CASE NOGAROLE [167];VIA SAN CARLO;COPPARO;612;N/A;44.90777, 11.920477;Fuori Bologna;Fuori Bologna
607037;622;CASE NOGAROLE [167];VIA SAN CARLO;COPPARO;612;N/A;44.90777, 11.920477;Fuori Bologna;Fuori Bologna
607038;320;LA MENSA [098];VIA TORRE;COPPARO;621;N/A;44.835142, 11.838414;Fuori Bologna;Fuori Bologna
607040;316;GARDI [096];FERRARA - FORMIGNANA F60;SABBIONCELLO SAN VITTORE;621;N/A;44.838489, 11.830848;Fuori Bologna;Fuori Bologna
607041;320;GARDI [096];FERRARA - FORMIGNANA 60;COPPARO;621;N/A;44.838301, 11.831168;Fuori Bologna;Fuori Bologna
607041;621;GARDI [096];FERRARA - FORMIGNANA 60;COPPARO;621;N/A;44.838301, 11.831168;Fuori Bologna;Fuori Bologna
607042;314;COPPARO EX.MAGLIFICIO;VIA PRIMICELLO F25;COPPARO;612;N/A;44.889223, 11.805795;Fuori Bologna;Fuori Bologna
607042;312;COPPARO EX.MAGLIFICIO;VIA PRIMICELLO F25;COPPARO;612;N/A;44.889223, 11.805795;Fuori Bologna;Fuori Bologna
607043;320;SABBIONCELLO SAN VITTORE;FERRARA - FORMIGNANA 50;SABBIONCELLO SAN VITTORE;621;N/A;44.838927, 11.825922;Fuori Bologna;Fuori Bologna
607045;320;SABBIONCELLO SAN VITTORE;FERRARA - FORMIGNANA 44;SABBIONCELLO SAN VITTORE;621;N/A;44.838907, 11.826364;Fuori Bologna;Fuori Bologna
607045;621;SABBIONCELLO SAN VITTORE;FERRARA - FORMIGNANA 44;SABBIONCELLO SAN VITTORE;621;N/A;44.838907, 11.826364;Fuori Bologna;Fuori Bologna
607045;316;SABBIONCELLO SAN VITTORE;FERRARA - FORMIGNANA 44;SABBIONCELLO SAN VITTORE;621;N/A;44.838907, 11.826364;Fuori Bologna;Fuori Bologna
607054;314;COPPARO EX.MAGLIFICIO;VIA PRIMICELLO 23/G;COPPARO;612;N/A;44.889151, 11.806133;Fuori Bologna;Fuori Bologna
607057;621;SABBIONCELLO SAN PIETRO [;PZA REPUBBLICA 36;SABBIONCELLO SAN PIETRO;621;N/A;44.843139, 11.814285;Fuori Bologna;Fuori Bologna
607057;321;SABBIONCELLO SAN PIETRO [;PZA REPUBBLICA 36;SABBIONCELLO SAN PIETRO;621;N/A;44.843139, 11.814285;Fuori Bologna;Fuori Bologna
607057;316;SABBIONCELLO SAN PIETRO [;PZA REPUBBLICA 36;SABBIONCELLO SAN PIETRO;621;N/A;44.843139, 11.814285;Fuori Bologna;Fuori Bologna
607059;320;BRAZZOLO DI AMBROGIO [175;VIA CAPOZZA F48;COPPARO;612;N/A;44.902622, 11.910577;Fuori Bologna;Fuori Bologna
607062;320;PALAZZINA [181];VIA SALMASTRI 50;COPPARO;612;N/A;44.898063, 11.901177;Fuori Bologna;Fuori Bologna
607071;621;GRADIZZA [056];VIA COPPARO 77;GRADIZZA;612;N/A;44.869712, 11.832886;Fuori Bologna;Fuori Bologna
607072;316;GRADIZZA [056];VIA COPPARO 60;GRADIZZA;612;N/A;44.86929, 11.832485;Fuori Bologna;Fuori Bologna
607073;316;GRADIZZA CHIESA [052];PROVINCIALE PER FORMIGNANA F104;GRADIZZA;621;N/A;44.874369, 11.837102;Fuori Bologna;Fuori Bologna
607073;621;GRADIZZA CHIESA [052];PROVINCIALE PER FORMIGNANA F104;GRADIZZA;621;N/A;44.874369, 11.837102;Fuori Bologna;Fuori Bologna
607074;621;GRADIZZA CHIESA [052];PROVINCIALE PER FORMIGNANA 104;GRADIZZA;612;N/A;44.873432, 11.836069;Fuori Bologna;Fuori Bologna
607075;621;PROVINCIALE PER FORMIGNAN;PROVINCIALE PER FORMIGNANA 59;COPPARO;612;N/A;44.880441, 11.839452;Fuori Bologna;Fuori Bologna
607075;316;PROVINCIALE PER FORMIGNAN;PROVINCIALE PER FORMIGNANA 59;COPPARO;612;N/A;44.880441, 11.839452;Fuori Bologna;Fuori Bologna
607076;623;PRIMICELLO;VIA COPPARO 63;COPPARO;612;N/A;44.889452, 11.797207;Fuori Bologna;Fuori Bologna
607078;316;COPPARO PRETURA [040];VIA MAZZINI G. 20;COPPARO;612;N/A;44.892604, 11.831098;Fuori Bologna;Fuori Bologna
607079;;COPPARO PRETURA [040];VIA GIUSEPPE MAZZINI;COPPARO;612;N/A;44.892695, 11.831064;Fuori Bologna;Fuori Bologna
607081;316;VIA MARCHESA 54;VIA MARCHESA 54;COPPARO;621;N/A;44.851166, 11.812588;Fuori Bologna;Fuori Bologna
607083;316;BORGO CAPITELLO [070];VIA MARCHESA 21;COPPARO;621;N/A;44.864462, 11.810768;Fuori Bologna;Fuori Bologna
607086;621;PODERE MARTINI [062];VIA CANDELOSA 4;GRADIZZA;621;N/A;44.864254, 11.830099;Fuori Bologna;Fuori Bologna
607088;623;COPPARO CASA CANTONIERA;VIA COPPARO 86;COPPARO;612;N/A;44.883779, 11.783282;Fuori Bologna;Fuori Bologna
607089;320;PIOPPA VECCHIA;VIA OSSI F. 61;COPPARO;612;N/A;44.867596, 11.887518;Fuori Bologna;Fuori Bologna
607092;312;COPPARO CASA CANTONIERA;VIA COPPARO 85;COPPARO;612;N/A;44.88386, 11.784388;Fuori Bologna;Fuori Bologna
607093;312;CA` ROSSA;VIA PROVINCIALE PER COLOGNA;COPPARO;613;N/A;44.945648, 11.878426;Fuori Bologna;Fuori Bologna
607094;314;TAMARA;PIAZZA GOVONI 38;TAMARA;612;N/A;44.876879, 11.771226;Fuori Bologna;Fuori Bologna
607095;623;TAMARA;VIA GOVONI C. 40;TAMARA;612;N/A;44.877133, 11.771516;Fuori Bologna;Fuori Bologna
607096;314;CESTA [162];VIA PROV. PER COLOGNA 37;CESTA;612;N/A;44.91523, 11.865212;Fuori Bologna;Fuori Bologna
607096;315;CESTA [162];VIA PROV. PER COLOGNA 37;CESTA;612;N/A;44.91523, 11.865212;Fuori Bologna;Fuori Bologna
607097;315;CESTA [162];VIA PROV. PER COLOGNA F47;CESTA;612;N/A;44.915362, 11.863889;Fuori Bologna;Fuori Bologna
607098;312;CESTA CONSORZIO [164];VIA BARONCINI V. 1;CESTA;612;N/A;44.917227, 11.868834;Fuori Bologna;Fuori Bologna
607100;312;COCCANILE [159];VIA BOCCATI P. 60;COCCANILE;612;N/A;44.924343, 11.874029;Fuori Bologna;Fuori Bologna
607102;314;STORARI;COPPARO 37;COPPARO;613;N/A;44.937583, 11.879797;Fuori Bologna;Fuori Bologna
607102;312;STORARI;COPPARO 37;COPPARO;613;N/A;44.937583, 11.879797;Fuori Bologna;Fuori Bologna
607105;315;CESTA CONSORZIO;VIA FACCINI V. 2;CESTA;612;N/A;44.916783, 11.868964;Fuori Bologna;Fuori Bologna
607110;315;AMBROGIO METANO [174];VIA FACCINI V. F64;COPPARO;612;N/A;44.909983, 11.893682;Fuori Bologna;Fuori Bologna
607113;312;STORARI;COPPARO F36;COPPARO;613;N/A;44.936619, 11.879838;Fuori Bologna;Fuori Bologna
607113;314;STORARI;COPPARO F36;COPPARO;613;N/A;44.936619, 11.879838;Fuori Bologna;Fuori Bologna
607114;622;AMBROGIO [180];VIA ZAPPATERRA G. 57;AMBROGIO;612;N/A;44.912409, 11.909437;Fuori Bologna;Fuori Bologna
607115;622;AMBROGIO [180];VIA ZAPPATERRA G. 98;AMBROGIO;612;N/A;44.91249, 11.909454;Fuori Bologna;Fuori Bologna
607117;315;CA` ROSSA;SMAINA 9;AMBROGIO;612;N/A;44.915238, 11.916396;Fuori Bologna;Fuori Bologna
607118;315;PONTE SEMINIATO;SMAINA F103;COPPARO;616;N/A;44.921654, 11.92355;Fuori Bologna;Fuori Bologna
607119;315;PONTE SEMINIATO;SMAINA 103;COPPARO;616;N/A;44.921295, 11.923139;Fuori Bologna;Fuori Bologna
607121;315;VIA SEMINIATO 7;SMAINA 7;COPPARO;616;N/A;44.922928, 11.939137;Fuori Bologna;Fuori Bologna
607122;315;CIRLIN;SMAINA F37;COPPARO;616;N/A;44.92324, 11.952495;Fuori Bologna;Fuori Bologna
607124;316;PONTE S. PIETRO [150];VIA BOTTONI D. F13;PONTE SAN PIETRO;612;N/A;44.907362, 11.842526;Fuori Bologna;Fuori Bologna
607124;314;PONTE S. PIETRO [150];VIA BOTTONI D. F13;PONTE SAN PIETRO;612;N/A;44.907362, 11.842526;Fuori Bologna;Fuori Bologna
607127;315;S.ANNA;SMAINA 58;COPPARO;616;N/A;44.929435, 11.973215;Fuori Bologna;Fuori Bologna
607129;315;SANT`APOLLINARE CONSORZIO;SMAINA 88;COPPARO;616;N/A;44.933888, 11.973686;Fuori Bologna;Fuori Bologna
607130;315;SANT`APOLLINARE CONSORZIO;SMAINA 135;COPPARO;616;N/A;44.933521, 11.973591;Fuori Bologna;Fuori Bologna
607131;315;PONTE BARCHESSA;SMAINA F98;COPPARO;614;N/A;44.938872, 11.991016;Fuori Bologna;Fuori Bologna
607132;314;PONTE S. PIETRO [150];VIA BOTTONI D. 18;PONTE SAN PIETRO;612;N/A;44.907548, 11.843372;Fuori Bologna;Fuori Bologna
607133;312;COPPARO VIALE NORD [118];V.LE RICCI  I. 10;COPPARO;612;N/A;44.897702, 11.833856;Fuori Bologna;Fuori Bologna
607133;315;COPPARO VIALE NORD [118];V.LE RICCI  I. 10;COPPARO;612;N/A;44.897702, 11.833856;Fuori Bologna;Fuori Bologna
607133;316;COPPARO VIALE NORD [118];V.LE RICCI  I. 10;COPPARO;612;N/A;44.897702, 11.833856;Fuori Bologna;Fuori Bologna
607134;621;COPPARO VIALE NORD [118];V.LE RICCI  I. 3;COPPARO;612;N/A;44.897777, 11.834493;Fuori Bologna;Fuori Bologna
607134;622;COPPARO VIALE NORD [118];V.LE RICCI  I. 3;COPPARO;612;N/A;44.897777, 11.834493;Fuori Bologna;Fuori Bologna
607134;316;COPPARO VIALE NORD [118];V.LE RICCI  I. 3;COPPARO;612;N/A;44.897777, 11.834493;Fuori Bologna;Fuori Bologna
607136;314;COPPARO OSPEDALE [114];VIA RICCI 60 M DOPO VIA DANTE;COPPARO;612;N/A;44.896493, 11.826716;Fuori Bologna;Fuori Bologna
607136;315;COPPARO OSPEDALE [114];VIA RICCI 60 M DOPO VIA DANTE;COPPARO;612;N/A;44.896493, 11.826716;Fuori Bologna;Fuori Bologna
607136;622;COPPARO OSPEDALE [114];VIA RICCI 60 M DOPO VIA DANTE;COPPARO;612;N/A;44.896493, 11.826716;Fuori Bologna;Fuori Bologna
607136;621;COPPARO OSPEDALE [114];VIA RICCI 60 M DOPO VIA DANTE;COPPARO;612;N/A;44.896493, 11.826716;Fuori Bologna;Fuori Bologna
607138;320;VILLANOVA;VIA MASSAFISCAGLIA 312;VILLANOVA;621;N/A;44.835178, 11.807116;Fuori Bologna;Fuori Bologna
607139;320;BORGO PASSO;VIA MASSAFISCAGLIA;FERRARA;620;N/A;44.841822, 11.778021;Fuori Bologna;Fuori Bologna
607143;320;PONTE FOSSALTA;FERRARA - FORMIGNANA F130;FERRARA;620;N/A;44.846868, 11.764875;Fuori Bologna;Fuori Bologna
607143;321;PONTE FOSSALTA;FERRARA - FORMIGNANA F130;FERRARA;620;N/A;44.846868, 11.764875;Fuori Bologna;Fuori Bologna
607144;320;PONTE FOSSALTA;VIA MASSAFISCAGLIA 130;FERRARA;620;N/A;44.846821, 11.765291;Fuori Bologna;Fuori Bologna
607145;321;PONTE FOSSALTA;PONTE DI VICONOVO;FERRARA;620;N/A;44.846985, 11.765223;Fuori Bologna;Fuori Bologna
607149;321;SP20 KM13;SP20 ARGINE VOLANO 130/132;COPPARO;620;N/A;44.844027, 11.785415;Fuori Bologna;Fuori Bologna
607151;310;GUARDA 66;VIA GUARDA FR 66;COPPARO;612;N/A;44.921876, 11.828633;Fuori Bologna;Fuori Bologna
607152;310;GUARDA 66;VIA GUARDA 66;COPPARO;612;N/A;44.92195, 11.828916;Fuori Bologna;Fuori Bologna
607153;314;PROVINCIALE PER CESTA - V;VIA BOTTONI 54;COPPARO;612;N/A;44.902168, 11.83747;Fuori Bologna;Fuori Bologna
607153;622;PROVINCIALE PER CESTA - V;VIA BOTTONI 54;COPPARO;612;N/A;44.902168, 11.83747;Fuori Bologna;Fuori Bologna
607153;312;PROVINCIALE PER CESTA - V;VIA BOTTONI 54;COPPARO;612;N/A;44.902168, 11.83747;Fuori Bologna;Fuori Bologna
607154;622;PROVINCIALE PER CESTA - V;VIA BOTTONI FR. 54;COPPARO;612;N/A;44.902103, 11.837163;Fuori Bologna;Fuori Bologna
607154;316;PROVINCIALE PER CESTA - V;VIA BOTTONI FR. 54;COPPARO;612;N/A;44.902103, 11.837163;Fuori Bologna;Fuori Bologna
607155;;VIA OSSI;VIA OSSI 67;COPPARO;612;N/A;44.869848, 11.887099;Fuori Bologna;Fuori Bologna
607156;;VIA OSSI;VIA OSSI FR. 67;COPPARO;612;N/A;44.869937, 11.887116;Fuori Bologna;Fuori Bologna
609009;320;POSSESSIONE DELTA [247];VIA BRAZZOLO F38;FORMIGNANA;621;N/A;44.854473, 11.881723;Fuori Bologna;Fuori Bologna
609010;320;VIA NEVATICA 40 [225];VIA NEVATICA F40;FORMIGNANA;621;N/A;44.827534, 11.874422;Fuori Bologna;Fuori Bologna
609013;621;VIA NEVATICA 40 [225];VIA NEVATICA 40;FORMIGNANA;621;N/A;44.8274, 11.874744;Fuori Bologna;Fuori Bologna
609015;621;TRESIGALLO FRIGO [323];VIA NEVATICA 21;TRESIGALLO;621;N/A;44.826219, 11.885146;Fuori Bologna;Fuori Bologna
609016;621;BIVIO CODIFERRO [223];VIA NEVATICA 4;FORMIGNANA;621;N/A;44.832733, 11.86814;Fuori Bologna;Fuori Bologna
609017;320;BIVIO CODIFERRO [223];VIA NEVATICA F4;FORMIGNANA;621;N/A;44.832874, 11.867919;Fuori Bologna;Fuori Bologna
609019;320;FORMIGNANA ROTONDA [212];COPPARO - MIGLIARINO F63;FORMIGNANA;621;N/A;44.838248, 11.85857;Fuori Bologna;Fuori Bologna
609021;316;FORMIGNANA CARABINIERI [2;COPPARO - MIGLIARINO 22;FORMIGNANA;621;N/A;44.841956, 11.855046;Fuori Bologna;Fuori Bologna
609021;320;FORMIGNANA CARABINIERI [2;COPPARO - MIGLIARINO 22;FORMIGNANA;621;N/A;44.841956, 11.855046;Fuori Bologna;Fuori Bologna
609023;316;FORMIGNANA DISTRIBUTORE [;STRADA PROVINCIALE 4 CIV. 61;FORMIGNANA;621;N/A;44.842401, 11.852348;Fuori Bologna;Fuori Bologna
609024;621;FORMIGNANA [200];PIAZZA BRIGHENTI 5;FORMIGNANA;621;N/A;44.842339, 11.860936;Fuori Bologna;Fuori Bologna
609026;320;BAR LANTERNINO [241];VIA BRAZZOLO 6;FORMIGNANA;621;N/A;44.841909, 11.866229;Fuori Bologna;Fuori Bologna
609028;321;DENORE VIA ALBERELLO;VIA MASSAFISCAGLIA CIV. 448;FERRARA;621;N/A;44.823872, 11.84201;Fuori Bologna;Fuori Bologna
610001;326;CORTE NUVOL?2;VIA DEL MARE (LOCALIT? MASSAFISCAGLIA);MIGLIARINO;625;N/A;44.818979, 11.98669;Fuori Bologna;Fuori Bologna
610002;315;PONTE BARCHESSA;SMAINA 102;COPPARO;614;N/A;44.938942, 11.991463;Fuori Bologna;Fuori Bologna
610003;315;CA` NOVA ALBERSANO;SMAINA 1;JOLANDA DI SAVOIA;614;N/A;44.945724, 12.015241;Fuori Bologna;Fuori Bologna
610006;322;TENUTA ALESSANDRIA [451];LOC GRAN LINEA 20;JOLANDA DI SAVOIA;616;N/A;44.887873, 12.004819;Fuori Bologna;Fuori Bologna
610010;315;JOLANDA [400];CSO MATTEOTTI G 30;JOLANDA DI SAVOIA;616;N/A;44.885121, 11.977261;Fuori Bologna;Fuori Bologna
610010;622;JOLANDA [400];CSO MATTEOTTI G 30;JOLANDA DI SAVOIA;616;N/A;44.885121, 11.977261;Fuori Bologna;Fuori Bologna
610011;320;JOLANDA [400];CSO MATTEOTTI 25;JOLANDA DI SAVOIA;616;N/A;44.884807, 11.977207;Fuori Bologna;Fuori Bologna
610013;315;JOLANDA VIA LUCCHESINA [4;STRADA JOLANDA LUCCHESINA;COPPARO;616;N/A;44.888404, 11.956232;Fuori Bologna;Fuori Bologna
610016;315;CORTE PAOLINI [410];STR JOLANDA LUCCHESINA 20;JOLANDA DI SAVOIA;616;N/A;44.899124, 11.937492;Fuori Bologna;Fuori Bologna
610018;320;JOLANDA ZUCCHERIFICIO [43;TRESIGALLO - JOLANDA DI SAVOIA 9;JOLANDA DI SAVOIA;616;N/A;44.880166, 11.977398;Fuori Bologna;Fuori Bologna
610019;320;CORTE LIBIA [433];TRESIGALLO - JOLANDA DI SAVOIA F19;JOLANDA DI SAVOIA;616;N/A;44.873816, 11.977526;Fuori Bologna;Fuori Bologna
610019;322;CORTE LIBIA [433];TRESIGALLO - JOLANDA DI SAVOIA F19;JOLANDA DI SAVOIA;616;N/A;44.873816, 11.977526;Fuori Bologna;Fuori Bologna
610020;320;CORTE LIBIA [433];TRESIGALLO - JOLANDA DI SAVOIA 19;JOLANDA DI SAVOIA;616;N/A;44.874212, 11.977559;Fuori Bologna;Fuori Bologna
610021;322;CORTE CHIORBOLI [421];TRESIGALLO - JOLANDA DI SAVOIA F1;JOLANDA DI SAVOIA;621;N/A;44.865567, 11.965898;Fuori Bologna;Fuori Bologna
610022;322;CORTE CHIORBOLI [421];TRESIGALLO - JOLANDA DI SAVOIA 1;JOLANDA DI SAVOIA;621;N/A;44.865753, 11.966363;Fuori Bologna;Fuori Bologna
610031;322;CORTE SAURO;COPPARO - CODIGORO 40;JOLANDA DI SAVOIA;616;N/A;44.875095, 12.02408;Fuori Bologna;Fuori Bologna
610034;322;S.P. BIVIO LE CONTANE [43;COPPARO - CODIGORO 27;JOLANDA DI SAVOIA;616;N/A;44.879778, 12.010361;Fuori Bologna;Fuori Bologna
610035;322;FONDO MANDRIAZZA;COPPARO - CODIGORO 22;JOLANDA DI SAVOIA;616;N/A;44.881219, 12.003193;Fuori Bologna;Fuori Bologna
610036;315;BIVIO STRADA PODERALE 51;VIA CANOVA;JOLANDA DI SAVOIA;614;N/A;44.942443, 12.00143;Fuori Bologna;Fuori Bologna
610041;322;CREMLINO;VIA ROMA FR. 41;JOLANDA DI SAVOIA;616;N/A;44.880914, 11.982552;Fuori Bologna;Fuori Bologna
610044;322;CORTE CISI [439];LOC CISI 6;JOLANDA DI SAVOIA;621;N/A;44.85085, 11.96828;Fuori Bologna;Fuori Bologna
610046;322;MOTTATONDA;LOC GHERARDI F1;JOLANDA DI SAVOIA;621;N/A;44.838685, 11.964606;Fuori Bologna;Fuori Bologna
610047;315;LE CONTANE;JOLANDA DI SAVOIA - BERRA 39;CONTANE;614;N/A;44.925624, 12.047375;Fuori Bologna;Fuori Bologna
610049;320;GHERARDI;LOC GHERARDI 71;GHERARDI;621;N/A;44.838613, 11.955201;Fuori Bologna;Fuori Bologna
610049;322;GHERARDI;LOC GHERARDI 71;GHERARDI;621;N/A;44.838613, 11.955201;Fuori Bologna;Fuori Bologna
610051;322;FONDO CASINO;VIA CANALONE 7;JOLANDA DI SAVOIA;621;N/A;44.832271, 11.941796;Fuori Bologna;Fuori Bologna
610054;322;CORTE LUIBA;VIA CANALONE F7;JOLANDA DI SAVOIA;621;N/A;44.827945, 11.932556;Fuori Bologna;Fuori Bologna
610054;320;CORTE LUIBA;VIA CANALONE F7;JOLANDA DI SAVOIA;621;N/A;44.827945, 11.932556;Fuori Bologna;Fuori Bologna
610055;320;CORTE LAMA;VIA CANALONE 14;JOLANDA DI SAVOIA;621;N/A;44.824214, 11.927813;Fuori Bologna;Fuori Bologna
610058;315;CORTE MIMMA;JOLANDA DI SAVOIA - BERRA 12;JOLANDA DI SAVOIA;614;N/A;44.906712, 12.031465;Fuori Bologna;Fuori Bologna
610059;322;CASELLE CAPPELLONE;JOLANDA DI SAVOIA - BERRA F43;JOLANDA DI SAVOIA;616;N/A;44.896427, 12.021451;Fuori Bologna;Fuori Bologna
610060;315;CASELLE CAPPELLONE;JOLANDA DI SAVOIA - BERRA 43;JOLANDA DI SAVOIA;616;N/A;44.896416, 12.021539;Fuori Bologna;Fuori Bologna
610061;322;CORTE ROMA;COPPARO - COGIGORO FR 29;JOLANDA DI SAVOIA;616;N/A;44.87807, 12.016741;Fuori Bologna;Fuori Bologna
610064;320;VIA CANALONE;VIA CANALONE FR 17;JOLANDA DI SAVOIA;621;N/A;44.819177, 11.922018;Fuori Bologna;Fuori Bologna
611005;633;BIVIO VIA 2 GIUGNO [137];SP53;LAGOSANTO;628;N/A;44.795779, 12.116005;Fuori Bologna;Fuori Bologna
611005;333;BIVIO VIA 2 GIUGNO [137];SP53;LAGOSANTO;628;N/A;44.795779, 12.116005;Fuori Bologna;Fuori Bologna
611006;633;LAGOSANTO [129];VIA ROMA 6;LAGOSANTO;628;N/A;44.765677, 12.139948;Fuori Bologna;Fuori Bologna
611006;630;LAGOSANTO [129];VIA ROMA 6;LAGOSANTO;628;N/A;44.765677, 12.139948;Fuori Bologna;Fuori Bologna
611007;634;BORGO TARRONI - BOSCHETTO;LAGOSANTO - VACCOLINO 39;BOSCHETTO;628;N/A;44.798743, 12.165967;Fuori Bologna;Fuori Bologna
611007;326;BORGO TARRONI - BOSCHETTO;LAGOSANTO - VACCOLINO 39;BOSCHETTO;628;N/A;44.798743, 12.165967;Fuori Bologna;Fuori Bologna
611008;326;BORGO TARRONI - BOSCHETTO;STRADA PROVINCIALE (BORGATA BOSCHETTO);BOSCHETTO;628;N/A;44.798911, 12.166078;Fuori Bologna;Fuori Bologna
611009;332;BOSCHETTO [208];STRADA PROVINCIALE (BORGATA BOSCHETTO);BOSCHETTO;628;N/A;44.795035, 12.165613;Fuori Bologna;Fuori Bologna
611010;326;BOSCHETTO [208];STRADA PROVINCIALE (BORGATA BOSCHETTO);BOSCHETTO;628;N/A;44.795337, 12.165756;Fuori Bologna;Fuori Bologna
611013;332;CORTE MICHELINA [210];STRADA PROVINCIALE (BORGATA BOSCHETTO);LAGOSANTO;628;N/A;44.780236, 12.162654;Fuori Bologna;Fuori Bologna
611013;326;CORTE MICHELINA [210];STRADA PROVINCIALE (BORGATA BOSCHETTO);LAGOSANTO;628;N/A;44.780236, 12.162654;Fuori Bologna;Fuori Bologna
611014;332;CORTE MICHELINA [210];STRADA PROVINCIALE (BORGATA BOSCHETTO);LAGOSANTO;628;N/A;44.780356, 12.162863;Fuori Bologna;Fuori Bologna
611015;326;CORTE ROSMUNDA [211];STRADA PROVINCIALE (BORGATA BOSCHETTO);LAGOSANTO;628;N/A;44.770089, 12.157513;Fuori Bologna;Fuori Bologna
611015;634;CORTE ROSMUNDA [211];STRADA PROVINCIALE (BORGATA BOSCHETTO);LAGOSANTO;628;N/A;44.770089, 12.157513;Fuori Bologna;Fuori Bologna
611017;633;BOTTICINA [136];CODIGORO - LAGOSANTO 76;CODIGORO;628;N/A;44.790291, 12.117542;Fuori Bologna;Fuori Bologna
611018;332;CORTE ROSMUNDA [211];STRADA PROVINCIALE (BORGATA BOSCHETTO);LAGOSANTO;628;N/A;44.770321, 12.157904;Fuori Bologna;Fuori Bologna
611020;326;BORGATA SABBIONI [127];VIA SPINA N. FR.156;LAGOSANTO;628;N/A;44.758832, 12.139741;Fuori Bologna;Fuori Bologna
611020;333;BORGATA SABBIONI [127];VIA SPINA N. FR.156;LAGOSANTO;628;N/A;44.758832, 12.139741;Fuori Bologna;Fuori Bologna
611021;630;BORGATA PRELLO [126];VIA SPINA N. FR. 207;LAGOSANTO;628;N/A;44.756201, 12.138524;Fuori Bologna;Fuori Bologna
611022;326;BORGATA PRELLO [126];VIA SPINA N. 201;LAGOSANTO;628;N/A;44.756375, 12.138711;Fuori Bologna;Fuori Bologna
611024;333;PONTE ROSSO [125];VIA ARGINE SPINO 200M PRIMA SP15;LAGOSANTO;628;N/A;44.745858, 12.135526;Fuori Bologna;Fuori Bologna
611026;630;FONDO GIAMBI [124];VIA ARGINE SPINO N. FR. 4;LAGOSANTO;627;N/A;44.742502, 12.134486;Fuori Bologna;Fuori Bologna
611027;333;LA PASSERELLA [123];VIA ARGINE SPINO N.3;COMACCHIO;627;N/A;44.738176, 12.133039;Fuori Bologna;Fuori Bologna
611027;630;LA PASSERELLA [123];VIA ARGINE SPINO N.3;COMACCHIO;627;N/A;44.738176, 12.133039;Fuori Bologna;Fuori Bologna
611028;332;BOTTICINA [136];SP53;LAGOSANTO;628;N/A;44.790202, 12.117487;Fuori Bologna;Fuori Bologna
611029;333;LA PASSERELLA [123];VIA ARGINE SPINO N. FR. 3;LAGOSANTO;627;N/A;44.738369, 12.133226;Fuori Bologna;Fuori Bologna
611029;630;LA PASSERELLA [123];VIA ARGINE SPINO N. FR. 3;LAGOSANTO;627;N/A;44.738369, 12.133226;Fuori Bologna;Fuori Bologna
611030;630;SILOS [122];VIA ARGINE SPINO N.25;COMACCHIO;627;N/A;44.733863, 12.131745;Fuori Bologna;Fuori Bologna
611031;630;SILOS [122];VIA ARGINE SPINO N. FR. 25;LAGOSANTO;627;N/A;44.733762, 12.131828;Fuori Bologna;Fuori Bologna
611034;333;MAROZZO [213];CODIGORO - LAGOSANTO 5;MAROZZO;628;N/A;44.780154, 12.127752;Fuori Bologna;Fuori Bologna
611037;332;VIA GIOVANNI XXIII [104];VIA GIOVANNI XXIII 38;LAGOSANTO;628;N/A;44.768149, 12.136139;Fuori Bologna;Fuori Bologna
611038;326;LAGOSANTO [129];VIA ROMA 3;LAGOSANTO;628;N/A;44.7656, 12.140108;Fuori Bologna;Fuori Bologna
611038;630;LAGOSANTO [129];VIA ROMA 3;LAGOSANTO;628;N/A;44.7656, 12.140108;Fuori Bologna;Fuori Bologna
611038;333;LAGOSANTO [129];VIA ROMA 3;LAGOSANTO;628;N/A;44.7656, 12.140108;Fuori Bologna;Fuori Bologna
611039;332;BORGO TARRONI [215];SP 21 CIV. 110;LAGOSANTO;628;N/A;44.801251, 12.166105;Fuori Bologna;Fuori Bologna
612003;340;MASI TORELLO CENTRO;VIALE ADRIATICO;MASI TORELLO;622;N/A;44.794276, 11.795206;Fuori Bologna;Fuori Bologna
612005;340;MASI TORELLO ASILO;VIALE ADRIATICO;MASI TORELLO;622;N/A;44.794412, 11.800687;Fuori Bologna;Fuori Bologna
612007;340;BORGO CAPITELLO2;VIALE ADRIATICO;MASI TORELLO;622;N/A;44.794837, 11.808685;Fuori Bologna;Fuori Bologna
612011;;MASI TORELLO CAPITELLO;VIALE ADRIATICO;MASI TORELLO;622;N/A;44.794894, 11.809282;Fuori Bologna;Fuori Bologna
612015;;MASI TORELLO CAMPO SPORTI;PARCHEGGIO CAMPO SPORTIVO;MASI TORELLO;622;N/A;44.795577, 11.790237;Fuori Bologna;Fuori Bologna
613001;635;CA` CAIMBANCA [536];VIA MARE;MASSA FISCAGLIA;625;N/A;44.785008, 12.051577;Fuori Bologna;Fuori Bologna
613005;326;V. POZZI [538];VIA MARE;MASSA FISCAGLIA;625;N/A;44.769326, 12.087373;Fuori Bologna;Fuori Bologna
613006;635;V. POZZI [538];VIA MARE;MASSA FISCAGLIA;625;N/A;44.769368, 12.087476;Fuori Bologna;Fuori Bologna
